,Unnamed: 0,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
1011,1074,boycottpatanjali,boycottpatanjali,boycott patanjali,boycottpatanjal i,boycottpatanj ali,boycottpatanja li,b oycottpatanjali,boy cottpatanjali,bo ycottpatanjali,boycottpat anjali,boycottpatan jali,roman,229329,$2,Hashtag has named entities,"[{""start"": 7, ""end"": 16, ""text"": ""patanjali"", ""labels"": [""Named Entity""]}]",boycottpatanjali,3,907,2021-12-13T16:38:08.796811Z,2021-12-13T16:38:08.796862Z,7.777,boycott patanjali,boycott patanjali,boycott patanj ali,boycott pat anjali,boycott pata njali,boycott pa tanjali,boycott patanja li,boycottpatanjali,boycottpa tanjali,boycott patan jali,boycot t patanjali
1012,1075,fcpom,fcpom,fc pom,fcp om,fcpo m,f cpom,fc po m,f c pom,fcp o m,fc p om,fc p o m,roman,229328,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""fcpom"", ""labels"": [""Named Entity""]}]",fcpom,3,906,2021-12-13T16:37:59.509214Z,2021-12-13T16:37:59.509263Z,19.977,fcpom,fcpom,f cpom,f cp om,fc po m,fc pom,fcp om,fc p om,fcpo m,fcp o m,f c p om
1013,1076,dilipkumar,dilip kumar,dilipkumar,dilipkuma r,di lipkumar,d ilipkumar,dilipku mar,dilipkum ar,dili p kumar,dil ipkumar,dilipk umar,roman,229327,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""dilip"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 10, ""text"": ""kumar"", ""labels"": [""Named Entity""]}]",dilipkumar,3,905,2021-12-13T16:37:38.363369Z,2021-12-13T16:37:38.363418Z,11.61,dilip kumar,dilipkumar,d ilipkumar,di lipkumar,di lip kumar,dili pkumar,dilip kumar,dilipku mar,di l ipkumar,dili p kumar,d ilip kumar
1014,1077,ankara,ankara,an kara,ankar a,ank ara,anka ra,an kar a,a nkara,an ka ra,ank ar a,anka r a,roman,229326,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""ankara"", ""labels"": [""Named Entity""]}]",ankara,3,904,2021-12-13T16:37:25.617016Z,2021-12-13T16:37:25.617064Z,5.662,ankara,ankara,an kara,ank a ra,an ka ra,ank ar a,a nkara,ank ara,anka ra,ankar a,a n kara
1015,1078,gifmemore,gifmemore,gifme more,gifmemor e,gif me more,gifmemo re,gifmem ore,g ifmemore,gi fmemore,g if me more,gif memore,roman,229325,$4,None,None,gifmemore,3,903,2021-12-13T16:37:14.684803Z,2021-12-13T16:37:14.684853Z,8.353,gif me more,gif me more,gifme more,gifmemore,gif me m ore,gif memor e,gif memore,g if me more,g ifmemore,gifmemo re,g if memore
1016,1079,rahulgandhi,rahul gandhi,rahulgandhi,rahul gand hi,rahulgandh i,rahulgand hi,rahulg andhi,rahul g and h i,rahu l gandhi,r ahulgandhi,rahulg and hi,roman,229324,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""rahul"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 11, ""text"": ""gandhi"", ""labels"": [""Named Entity""]}]",rahulgandhi,3,902,2021-12-13T16:36:57.641726Z,2021-12-13T16:36:57.641772Z,13.93,rahul gandhi,rahul gandhi,rahul g andhi,rah ul gandhi,rahulg and hi,rahul gan dhi,rahulgandhi,rahul g and hi,ra hul gandhi,rahulg andhi,rahulgan dhi
1017,1080,cbiendsilenceinssrcase,cbiendsilenceinssrcase,cbiendsilenceinssrca se,cbiendsilenceinssrcas e,cbiendsilenceinssr case,c biendsilenceinssrcase,cb iendsilenceinssrcase,cbiendsilenceinssrc ase,cbi endsilenceinssrcase,cbiendsilenceinssrc as e,cbie ndsilenceinssrcase,roman,229323,None,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""cbi"", ""labels"": [""Named Entity""]}, {""start"": 15, ""end"": 18, ""text"": ""ssr"", ""labels"": [""Named Entity""]}]",cbi end silence in ssr case,3,901,2021-12-13T16:36:42.214047Z,2021-12-13T16:36:42.214096Z,252.396,cbi end silence in ssr case,cbi end silence in ssr case,cbien d silence in ssr case,c biend silence in ssr case,cbi endsilence in ssr case,cbie nd silence in ssr case,cb i end silence in ssr case,cbiend silence in ssr case,c bi end silence in ssr case,cbiendsilence in ssr case,cb iendsilence in ssr case
1018,1082,halktanyana,halktanyana,halktanyan a,halktanya na,ha lktanyana,h alktanyana,halktany ana,hal ktanyana,halktan yana,halk tanyana,halktanya n a,roman,229321,$8,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""halktan"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 11, ""text"": ""yana"", ""labels"": [""Named Entity""]}]",halktanyana,3,900,2021-12-13T16:32:08.960316Z,2021-12-13T16:32:08.960364Z,42.253,halktan yana,halktanyana,halktanya na,h alk tan yana,halkta nyana,halk tanyana,halk tanya na,hal ktanyana,halk tan yana,ha lk tanya na,halktan yana
1019,1083,pspk27,pspk27,pspk 27,pspk2 7,p spk27,psp k27,ps pk27,pspk 2 7,psp k 27,ps pk 27,p s pk27,roman,229320,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""pspk27"", ""labels"": [""Named Entity""]}]",pspk27,3,899,2021-12-13T16:31:23.942532Z,2021-12-13T16:31:23.942578Z,19.045,pspk27,pspk27,psp k27,p spk 27,ps pk27,p sp k 27,pspk 27,p spk27,pspk2 7,pspk 2 7,p sp k27
1020,1084,guppytheatregoeslive,guppytheatregoeslive,guppytheatregoesliv e,guppytheatregoes live,guppytheatregoesli ve,g uppytheatregoeslive,gu ppytheatregoeslive,guppytheatregoesl ive,guppytheatregoesl i ve,guppy theatregoeslive,gup pytheatregoeslive,roman,229319,None,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""guppy"", ""labels"": [""Named Entity""]}]",guppy theatre goes live,3,898,2021-12-13T16:31:01.985402Z,2021-12-13T16:31:01.985450Z,14.709,guppy theatre goes live,guppy theatre goes live,guppytheatregoes live,guppy theatregoes live,guppytheatre goeslive,guppy the atre goes live,guppytheatre goes live,guppytheatregoeslive,guppy theatre goeslive,guppy theatregoeslive,g uppy theatre goes live
1021,1085,icaiexams,icaiexams,icai exams,icaiexam s,i caiexams,icaiexa ms,ic aiexams,icaiex ams,ica iexams,icai exam s,icaiexa m s,roman,229318,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""icai"", ""labels"": [""Named Entity""]}]",icaiexams,3,897,2021-12-13T16:30:46.027108Z,2021-12-13T16:30:46.027154Z,5.776,icai exams,icai exams,icaiexams,ica i exams,i ca i exams,ic ai exams,ica iexams,icaie xams,i cai exams,ica ie xams,ic aiexams
1022,1086,admkscams,admkscams,admk scams,a dmkscams,admkscam s,ad mkscams,admksca ms,admks cams,admksc ams,adm kscams,a dmk scams,roman,229317,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""admk"", ""labels"": [""Named Entity""]}]",admkscams,3,896,2021-12-13T16:30:38.831617Z,2021-12-13T16:30:38.831663Z,7.33,admk scams,admk scams,ad mk scams,admks cams,adm kscams,ad m k scams,adm k scams,admkscams,a d mk scams,a dmk scams,a dm k scams
1023,1087,amitshahinghmc,amitshahinghmc,a mitshahinghmc,amitshahinghm c,am itshahinghmc,amitshahingh mc,amit shahinghmc,ami tshahinghmc,amit shah in ghmc,amitshahing hmc,amitshahingh m c,roman,229316,None,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""amit"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 8, ""text"": ""shah"", ""labels"": [""Named Entity""]}, {""start"": 12, ""end"": 14, ""text"": ""mc"", ""labels"": [""Named Entity""]}]",amit shah in ghmc,3,895,2021-12-13T16:30:29.975761Z,2021-12-13T16:30:29.975809Z,35.246,amit shah in ghmc,amitshahinghmc,amit shahingh mc,ami t shahingh mc,amit shahing hmc,amit shahin ghmc,amit shahinghmc,amit shah in ghmc,ami t shahinghmc,a mit shahinghmc,amitshahingh mc
1024,1088,happybirthdaytaylorswift,happybirthdaytaylorswift,happybirthdaytaylorswif t,happybirthdaytaylorswi ft,ha ppybirthdaytaylorswift,h appybirthdaytaylorswift,happybirthdaytaylor swift,happybirthday taylor swift,happy birthdaytaylorswift,happy birth day taylor swift,happy birthday taylor swift,roman,229315,$10,Hashtag has named entities,"[{""start"": 13, ""end"": 19, ""text"": ""taylor"", ""labels"": [""Named Entity""]}, {""start"": 19, ""end"": 24, ""text"": ""swift"", ""labels"": [""Named Entity""]}]",happybirthdaytaylorswift,3,894,2021-12-13T16:29:47.380355Z,2021-12-13T16:29:47.380400Z,14.733,happy birthday taylor swift,happy birthday taylor swift,happybirthday taylor swift,happy birthdaytaylorswift,happy birth day taylor swift,happy birthday taylor s wift,happy birthday taylorswift,happy birthdaytaylor swift,happybirthday taylorswift,happy birthday taylors wift,happybirthdaytaylor swift
1025,1089,eeswaranaudiofromjan2nd,eeswaranaudiofromjan2nd,eeswaranaudiofromjan2n d,e eswaranaudiofromjan2nd,eeswaranaudiofromjan 2nd,eeswaranaudiofromjan2 nd,ee swaranaudiofromjan2nd,ees waranaudiofromjan2nd,eeswaranaudiofromjan2 n d,eeswar anaudiofromjan2nd,eeswaranaudiofromjan 2 nd,roman,229314,None,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""eeswaran"", ""labels"": [""Named Entity""]}]",eeswaran audio from jan 2nd,3,893,2021-12-13T16:29:31.364592Z,2021-12-13T16:29:31.364639Z,21.773,eeswaran audio from jan 2nd,eeswaran audio from jan 2nd,eeswaran audio fromjan 2nd,eeswar an audio fromjan 2nd,eeswaran audiofromjan 2nd,eeswaran audio fromjan2nd,ee swaran audio from jan 2nd,eeswaran audio from jan2nd,eeswar an audio from jan 2nd,ee swaran audio fromjan 2nd,ees waran audio from jan 2nd
1026,1090,bjpkegunde,bjp ke gunde,bjpkegunde,bjpkegun de,bjpkegund e,bjp ke gun de,b j p ke gunde,b jpkegunde,bjp kegunde,bjpke gunde,bj p ke gunde,roman,229313,$1,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 0, ""end"": 3, ""text"": ""bjp"", ""labels"": [""Named Entity""]}]",bjpkegunde,3,892,2021-12-13T16:29:08.468262Z,2021-12-13T16:29:08.468312Z,9.779,bjp ke gunde,bjpkegunde,bjpke gunde,bjp keg unde,bjpkeg unde,bj pkegunde,bjp kegunde,bjpkegun de,bjp kegun de,b jpkegunde,bjp ke gun de
1027,1091,devbhoomipridenadda,devbhoomipridenadda,devbhoomipridenadd a,de vbhoomipridenadda,devbhoomipridenad da,d evbhoomipridenadda,dev bhoomipridenadda,devbhoomipriden adda,devbhoomipridena dda,devbhoomipriden add a,devbhoomipride nadda,roman,229312,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 0, ""end"": 3, ""text"": ""dev"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 9, ""text"": ""bhoomi"", ""labels"": [""Named Entity""]}]",dev bhoomi pride nadda,3,891,2021-12-13T16:28:57.502682Z,2021-12-13T16:28:57.502730Z,38.76,dev bhoomi pride nadda,dev bhoomi pridenadda,devbhoomi pridenadda,dev bhoomip ride nadda,devbhoomi pride nadda,devbhoomipridenadda,dev bhoomi pride nadda,dev bhoomipride nadda,dev bhoomi priden adda,devbhoomipride nadda,devbhoomip ride nadda
1028,1092,j2us,j2us,j2 us,j 2 us,j2u s,j2 u s,j 2us,j 2 u s,j 2u s,,,roman,229311,$3,None,None,j2us,3,890,2021-12-13T16:28:17.356608Z,2021-12-13T16:28:17.356659Z,13.531,j 2 us,j2us,j 2 us,j 2us,j2 us,,,,,,
1029,1093,paavakadhaigal,paavakadhaigal,paava kadhaigal,paavakadhaig al,paavakadhaiga l,p aavakadhaigal,pa avakadhaigal,paavakadhai gal,paa vakadhaigal,paavakadha igal,paavakadhai ga l,roman,229310,None,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""paavaka"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 14, ""text"": ""dhaigal"", ""labels"": [""Named Entity""]}]",paavaka dhaigal,3,889,2021-12-13T16:27:59.900672Z,2021-12-13T16:27:59.900720Z,17.686,paavaka dhaigal,paavak adhaigal,paav akadhaigal,paava kadhaigal,paavak ad hai gal,paavakadhaigal,paava kadhai gal,paavakadhai gal,paavaka dhaigal,paavakad hai gal,paav aka dhaigal
1030,1094,hbdadivisesh,hbdadivisesh,hbdadivises h,h bdadivisesh,hbdadivise sh,hbd adivi sesh,hb dadivisesh,hbdadivis esh,hbd adivisesh,hbdadivi sesh,hbdadi visesh,roman,229309,$5,Hashtag has named entities,"[{""start"": 3, ""end"": 8, ""text"": ""adivi"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 12, ""text"": ""sesh"", ""labels"": [""Named Entity""]}]",hbdadivisesh,3,888,2021-12-13T16:27:39.152357Z,2021-12-13T16:27:39.152404Z,28.967,hbd adivi sesh,hbdadivisesh,hbdadivise sh,hbd adi visesh,hbda divi sesh,hbd adivises h,hbd adivisesh,hbdadi visesh,hbdadivi sesh,hbd adivise sh,hbdadivises h
1031,1095,saturdaymorning,saturday morning,saturdaymorning,s aturdaymorning,saturdaymornin g,sa turdaymorning,saturdaymorni ng,sat urdaymorning,saturdaymorn ing,saturdaymor ning,satu rdaymorning,roman,229308,$1,None,None,saturdaymorning,3,887,2021-12-13T16:27:08.581398Z,2021-12-13T16:27:08.581445Z,4.787,saturday morning,saturday morning,satur day morning,saturday mornin g,saturday m orning,sat ur day morning,saturdaymorning,saturday morn ing,satur daymorning,saturdaymornin g,saturday mor ning
1032,1096,modiagainstfarmers,modiagainstfarmers,modi against farmers,modiagainstfarmer s,m odiagainstfarmers,modiagainst farmers,modiagainstfarme rs,modi againstfarmers,mo diagainstfarmers,mod iagainstfarmers,modi against farmer s,roman,229307,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""modi"", ""labels"": [""Named Entity""]}]",modiagainstfarmers,3,886,2021-12-13T16:27:02.623560Z,2021-12-13T16:27:02.623607Z,10.739,modi against farmers,modi against farmers,modiagainstfarmers,mod i againstfarmers,modi againstfarmers,mod iagainst farmers,m odi against farmers,mod i against farmers,mod iagainstfarmers,modiagainst farmers,mod i against farmer s
1033,1097,paavakadhaigalonnetflix,paavakadhaigalonnetflix,paavakadhaigalonnetfli x,p aavakadhaigalonnetflix,pa avakadhaigalonnetflix,paavakadhaigalonnetfl ix,paa vakadhaigalonnetflix,paavakadhaigalon netflix,paavakadhaigalonnet flix,paavakadhaigalonnetf lix,paavakadhaigal on netflix,roman,229306,None,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""paava"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 14, ""text"": ""kadhaigal"", ""labels"": [""Named Entity""]}]",paava kadhaigal on netflix,3,885,2021-12-13T16:26:44.550124Z,2021-12-13T16:26:44.550172Z,28.918,paava kadhaigal on netflix,paavakadhai gal on netflix,paavak adhai gal on netflix,paav akadhaigal on netflix,paavaka dhaigal on netflix,paava kadhaigal on netflix,paava kadhai gal on netflix,paavak adhaigal on netflix,paavakadhaigal on netflix,paava kadhai gal onnetflix,paav akadhai gal on netflix
1034,1098,icaiexamspostponement,icaiexamspostponement,icaiexamspostponemen t,i caiexamspostponement,icaiexamspostponeme nt,ic aiexamspostponement,icaiexamspostponem ent,icaiexams postponement,icaiexamspostpone ment,ica iexamspostponement,icai examspostponement,roman,229305,None,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""icai"", ""labels"": [""Named Entity""]}]",icai exams postponement,3,884,2021-12-13T16:26:14.264938Z,2021-12-13T16:26:14.264985Z,30.193,icai exams postponement,icai exams postponement,ica iexams postponement,i ca i exams postponement,icaie xams postponement,ica i exams postponement,icaiexams postponement,ic ai exams postponement,i cai exams postponement,ic a i exams postponement,ica i exam s postponement
1035,1099,hbdalluarha,hbdalluarha,hbdalluarh a,hbdalluar ha,h bdalluarha,hb dalluarha,hbdallua rha,hbd alluarha,hbdallua r ha,hbdallu arha,hbdalluar h a,roman,229304,None,Hashtag has named entities,"[{""start"": 3, ""end"": 7, ""text"": ""allu"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 11, ""text"": ""arha"", ""labels"": [""Named Entity""]}]",hbd allu arha,3,883,2021-12-13T16:25:42.822200Z,2021-12-13T16:25:42.822247Z,24.726,hbd allu arha,hbdalluarha,hbd allua rha,hbd alluar ha,hbd all uarha,hbd allu ar ha,hbd alluarha,hbdallua rha,hbdal luarha,hbdalluar ha,hbdal lua rha
1036,1100,indiastandswithmumbaipolice,indiastandswithmumbaipolice,in diastandswithmumbaipolice,indiastandswithmumbaipolic e,indiastandswithmumbai police,indiastandswithmumbaipol ice,i ndiastandswithmumbaipolice,indiastandswithmumbaipoli ce,india standswithmumbaipolice,ind iastandswithmumbaipolice,indiastandswithmumbaipo lice,roman,229303,None,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""india"", ""labels"": [""Named Entity""]}, {""start"": 15, ""end"": 21, ""text"": ""mumbai"", ""labels"": [""Named Entity""]}]",india stands with mumbai police,3,882,2021-12-13T16:25:16.823388Z,2021-12-13T16:25:16.823436Z,24.283,india stands with mumbai police,india stands with mumbai police,india stands withmumbai police,indiastands with mumbai police,india stands wit h mumbai police,india standswith mumbai police,india standswithmumbai police,in dia stands with mumbai police,india stand s with mumbai police,india stand swith mumbai police,ind ia stands with mumbai police
1037,1101,abijeetruledbiggboss,abijeetruledbiggboss,a bijeetruledbiggboss,abijeetruledbiggbos s,abijeetruledbigg boss,ab ijeetruledbiggboss,abijeetruledbiggbo ss,abi jeetruledbiggboss,abijeetruledbiggb oss,abijeetruled bigg boss,abijeet ruledbiggboss,roman,229302,None,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""abijeet"", ""labels"": [""Named Entity""]}]",abijeet ruled bigg boss,3,881,2021-12-13T16:24:48.216844Z,2021-12-13T16:24:48.216892Z,29.414,abijeet ruled bigg boss,abi jeet ruled bigg boss,abijeet ruled big gboss,abijeet ruled biggboss,ab i jeet ruled bigg boss,abi jeet ruled big gboss,abijeet ruled bigg boss,abijeet ruledbiggboss,abij eet ruled bigg boss,abijeet ruledbigg boss,abije et ruled bigg boss
1038,1102,a1combo,a1combo,a1 combo,a 1combo,a1comb o,a1com bo,a 1 combo,a1c ombo,a1co mbo,a1 comb o,a1 com bo,roman,229301,$2,None,None,a1combo,3,880,2021-12-13T16:24:17.819167Z,2021-12-13T16:24:17.819214Z,2.521,a1 combo,a 1 combo,a1 combo,a1combo,a1 comb o,a 1 comb o,a 1combo,a1comb o,a1 com bo,a1com bo,a 1 com bo
1039,1103,5yearsofmrynr,5yearsofmrynr,5yearsofmryn r,5 yearsofmrynr,5yearsofmry nr,5year sofmrynr,5years ofmrynr,5yearsofmry n r,5 year sofmrynr,5y earsofmrynr,5yearsofmr ynr,roman,229300,None,None,None,5 years of mrynr,3,879,2021-12-13T16:24:13.190469Z,2021-12-13T16:24:13.190514Z,40.558,5 years of mrynr,5 years of mrynr,5 years of mryn r,5 years of mr ynr,5 years of m rynr,5 years ofm rynr,5years ofmrynr,5 years ofmrynr,5years of mrynr,5 years of mry nr,5 years o f mrynr
1040,1104,choeaedol,choeaedol,choeaedo l,c hoeaedol,choeaed ol,cho eaedol,ch oeaedol,choeae dol,choe aedol,choeaed o l,choeae do l,roman,229299,$1,None,None,choeaedol,3,878,2021-12-13T16:23:31.371034Z,2021-12-13T16:23:31.371075Z,11.093,choeaedol,choeaedol,choeae dol,choe ae dol,cho ea edol,choeaedo l,choe aedol,choea edol,cho eaedol,c hoeaedol,cho e aedol
1041,1105,2mpostsforshehnaazgillonig,2mpostsforshehnaazgillonig,2 mpostsforshehnaazgillonig,2mpostsforshehnaazgilloni g,2mpostsforshehnaazgillon ig,2m postsforshehnaazgillonig,2mpostsforshehnaazgillo nig,2mp ostsforshehnaazgillonig,2mpostsforshehnaazgillon i g,2mpostsforshehnaazgill onig,2mpostsforshehnaazgillo n i g,roman,229298,None,Hashtag has named entities,"[{""start"": 10, ""end"": 18, ""text"": ""shehnaaz"", ""labels"": [""Named Entity""]}, {""start"": 18, ""end"": 22, ""text"": ""gill"", ""labels"": [""Named Entity""]}]",2m posts for shehnaaz gill on ig,3,877,2021-12-13T16:23:19.056957Z,2021-12-13T16:23:19.057002Z,33.577,2m posts for shehnaaz gill on ig,2m posts for shehnaaz gillonig,2m posts for shehnaazgillon ig,2m posts for shehn aaz gillonig,2m posts for shehnaaz gillon ig,2m posts for sheh naazgillonig,2m posts for shehnaazgillonig,2m posts for sheh naaz gillonig,2m posts for sheh naazg illonig,2m posts for shehna azgillonig,2m posts for shehnaazgill on ig
1042,1106,hyundai,hyundai,hyun dai,hyunda i,hyund ai,hyun da i,h yundai,hyun d ai,hyun d a i,hy undai,h yun dai,roman,229297,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""hyundai"", ""labels"": [""Named Entity""]}]",hyundai,3,876,2021-12-13T16:22:44.445041Z,2021-12-13T16:22:44.445090Z,11.286,hyundai,hyundai,h yundai,h yun dai,hyun dai,hy undai,hyunda i,hyund ai,hy un dai,h y undai,hyu n dai
